;Kundennummer;Kundenname;Stadt;Kundengruppe;Kündigung;Anzahl_Mieteinheiten;Kundentyp;Konkurrenz
8889;83338;Elenore Scheuermann;Parchim;Kleinkunde;1;13;Bestandskunden;Hohe Konkurrenz
8890;56690;Renate Linke;Bad Freienwalde;mittlerer Kunde;0;157;Neukunde;Keine Konkurrenz
8891;53837;Diethelm Schmidtke-Eigenwillig;Viechtach;Großkunde;1;579;Bestandskunden;Hohe Konkurrenz
8892;70726;Gero Krause;Erbisdorf;Kleinkunde;0;49;Neukunde;mittlerer Konkurrenz
8893;29026;Prof. Natascha Koch II;Bad Mergentheim;Kleinkunde;0;13;Bestandskunden;mittlerer Konkurrenz
8894;1929;Dipl.-Ing. Jessica Albers MBA.;Deggendorf;Kleinkunde;0;34;Bestandskunden;Hohe Konkurrenz
8895;15258;Aneta Hentschel;Ansbach;Kleinkunde;1;32;Neukunde;Keine Konkurrenz
8896;54129;Adalbert Rädel;Hildesheim;Großkunde;0;728;Bestandskunden;Keine Konkurrenz
8897;91046;Jozef Naser-Lindner;Gotha;Kleinkunde;1;15;Bestandskunden;mittlerer Konkurrenz
8898;29175;Prof. Gebhard Hiller;Osterodem Harz;Kleinkunde;1;15;Bestandskunden;Hohe Konkurrenz
8899;88925;Dora Dörschner;Oschatz;mittlerer Kunde;0;144;Altkunden;mittlerer Konkurrenz
8900;9179;Klaus-Ulrich Löchel-Pruschke;Hammelburg;Kleinkunde;1;12;Altkunden;Hohe Konkurrenz
8901;89111;Carola Hiller;Ebersberg;mittlerer Kunde;1;143;Bestandskunden;Hohe Konkurrenz
8902;33047;Dipl.-Ing. Albrecht Gumprich;Meißen;Großkunde;1;521;Neukunde;Keine Konkurrenz
8903;94594;Evelyn Wesack-Reichmann;Monschau;Großkunde;0;603;Bestandskunden;Hohe Konkurrenz
8904;36339;Gülay Biggen-Wieloch;Strasburg;Kleinkunde;0;10;Bestandskunden;Keine Konkurrenz
8905;35116;Oliver Wagner;Fallingbostel;Kleinkunde;0;8;Neukunde;Hohe Konkurrenz
8906;17485;Univ.Prof. Siglinde Etzold;Aschaffenburg;Großkunde;0;492;Bestandskunden;Keine Konkurrenz
8907;4853;Karla Häring;Burgdorf;Großkunde;0;953;Altkunden;Keine Konkurrenz
8908;56396;Heiderose Rust;Hohenstein-Ernstthal;Großkunde;0;517;Bestandskunden;mittlerer Konkurrenz
8909;73074;Suse Gnatz;Görlitz;Kleinkunde;0;43;Bestandskunden;Keine Konkurrenz
8910;91262;Benedikt Eberhardt;Höxter;mittlerer Kunde;1;140;Bestandskunden;mittlerer Konkurrenz
8911;31659;Adina Hahn B.Sc.;Gießen;Großkunde;0;545;Bestandskunden;Keine Konkurrenz
8912;74529;Fatima Bauer-Wirth;Senftenberg;Kleinkunde;0;46;Neukunde;Keine Konkurrenz
8913;32415;Bartholomäus Süßebier;Paderborn;Großkunde;0;245;Bestandskunden;Hohe Konkurrenz
8914;54924;Mariana Eberth;Schongau;mittlerer Kunde;0;54;Bestandskunden;Keine Konkurrenz
8915;28280;Benedikt Speer B.A.;Lüdinghausen;Kleinkunde;0;11;Bestandskunden;Hohe Konkurrenz
8916;93419;Barbara Gieß-Beer;Hohenmölsen;Großkunde;0;885;Bestandskunden;mittlerer Konkurrenz
8917;6513;Vesna Mosemann-Gute;Feuchtwangen;mittlerer Kunde;0;97;Bestandskunden;Keine Konkurrenz
8918;80364;Waltrud Bähr B.Sc.;Angermünde;Großkunde;1;435;Bestandskunden;Hohe Konkurrenz
8919;49247;Thea Nerger-Weimer;Hannover;mittlerer Kunde;0;173;Altkunden;Keine Konkurrenz
8920;52000;Prof. Grete Ortmann B.A.;Neustadtner Waldnaab;Kleinkunde;1;41;Altkunden;Keine Konkurrenz
8921;50915;Teresa Pechel;Altötting;Großkunde;0;594;Bestandskunden;mittlerer Konkurrenz
8922;88287;Maurice Roht;Kusel;Kleinkunde;0;10;Bestandskunden;mittlerer Konkurrenz
8923;29421;Gretl Kambs B.A.;Miltenberg;mittlerer Kunde;1;161;Bestandskunden;Keine Konkurrenz
8924;74993;Ing. Orhan Jopich B.Sc.;Brand;Kleinkunde;0;19;Neukunde;Keine Konkurrenz
8925;39425;Marisa Reichmann;Eichstätt;mittlerer Kunde;0;106;Neukunde;mittlerer Konkurrenz
8926;46314;Hans-Christian Ehlert B.A.;Merseburg;mittlerer Kunde;0;93;Bestandskunden;mittlerer Konkurrenz
8927;4410;Niko Stoll;Badoberan;Kleinkunde;0;14;Altkunden;Keine Konkurrenz
8928;73555;Herr Donald Oderwald B.Eng.;Geithain;Großkunde;0;709;Neukunde;Keine Konkurrenz
8929;19349;Tilmann Herrmann;Eisenhüttenstadt;Kleinkunde;0;2;Neukunde;Keine Konkurrenz
8930;15297;Dorothea Schinke;Schwarzenberg;Großkunde;0;951;Bestandskunden;mittlerer Konkurrenz
8931;90148;Helfried Dowerg;Wunsiedel;mittlerer Kunde;0;145;Bestandskunden;Hohe Konkurrenz
8932;54075;Juliane Kraushaar;Prenzlau;Kleinkunde;0;2;Bestandskunden;Keine Konkurrenz
8933;62453;Dursun Ebert;Bruchsal;Kleinkunde;0;33;Bestandskunden;Keine Konkurrenz
8934;38561;Jörn Gierschner;Görlitz;Großkunde;0;649;Neukunde;Keine Konkurrenz
8935;74242;Leopoldine Wernecke;Hannover;Großkunde;0;584;Bestandskunden;Keine Konkurrenz
8936;74209;Benjamin Schmiedecke;Staßfurt;mittlerer Kunde;0;65;Bestandskunden;Keine Konkurrenz
8937;34094;Dipl.-Ing. Rosi Seifert B.Eng.;Donaueschingen;mittlerer Kunde;0;99;Bestandskunden;Hohe Konkurrenz
8938;58792;Univ.Prof. Andrew Höfig MBA.;Großenhain;Kleinkunde;0;12;Altkunden;mittlerer Konkurrenz
8939;52186;Jacob Rörricht;Herford;Kleinkunde;0;44;Altkunden;mittlerer Konkurrenz
8940;89906;Jana Bolzmann;Gerolzhofen;Großkunde;0;634;Bestandskunden;mittlerer Konkurrenz
8941;65996;Claudio van der Dussen;Schwandorf;Kleinkunde;1;30;Bestandskunden;Hohe Konkurrenz
8942;80210;Dipl.-Ing. Susi Kensy;Meppen;mittlerer Kunde;0;76;Altkunden;Keine Konkurrenz
8943;61729;Frau Ildiko Ullmann B.A.;Kaiserslautern;Kleinkunde;0;38;Bestandskunden;mittlerer Konkurrenz
8944;66001;Falk Gierschner;Zossen;Großkunde;0;364;Bestandskunden;mittlerer Konkurrenz
8945;59928;Dipl.-Ing. Heinz Fiebig B.Sc.;Pirmasens;Großkunde;0;377;Altkunden;Hohe Konkurrenz
8946;45570;Nadin Kramer;Pegnitz;Kleinkunde;0;17;Bestandskunden;Keine Konkurrenz
8947;63981;Elise Thies-Stumpf;Neunburg vorm Wald;Kleinkunde;0;8;Altkunden;Keine Konkurrenz
8948;27825;Suse van der Dussen B.Sc.;Großenhain;Kleinkunde;0;30;Bestandskunden;mittlerer Konkurrenz
8949;71369;Rocco Hermighausen-Mans;Sigmaringen;Kleinkunde;0;47;Bestandskunden;Hohe Konkurrenz
8950;71436;Katherina Juncken MBA.;Belzig;Kleinkunde;0;41;Neukunde;Keine Konkurrenz
8951;2882;Silvester Berger;Regen;Kleinkunde;0;2;Bestandskunden;mittlerer Konkurrenz
8952;49041;Mechtild Mans;Schweinfurt;Großkunde;0;527;Bestandskunden;Keine Konkurrenz
8953;7869;Prof. Justina Keudel;Mayen;Kleinkunde;1;3;Bestandskunden;Hohe Konkurrenz
8954;10763;Sergio Otto;Kamenz;Kleinkunde;0;42;Altkunden;Hohe Konkurrenz
8955;32867;Thaddäus Schleich;Rudolstadt;Kleinkunde;0;4;Bestandskunden;mittlerer Konkurrenz
8956;63246;Martin Butte;Eutin;mittlerer Kunde;1;87;Neukunde;Hohe Konkurrenz
8957;16434;Anett Rohleder;Mühldorfm Inn;Kleinkunde;0;48;Neukunde;Keine Konkurrenz
8958;11933;Astrid Röhrdanz;Flöha;Kleinkunde;0;49;Bestandskunden;Keine Konkurrenz
8959;17899;Lotte Steinberg;Angermünde;mittlerer Kunde;1;130;Bestandskunden;Hohe Konkurrenz
8960;75043;Otmar Vollbrecht;Saulgau;Kleinkunde;0;24;Neukunde;Hohe Konkurrenz
8961;83246;Gretl Schönland;Nürtingen;mittlerer Kunde;0;186;Neukunde;Keine Konkurrenz
8962;80103;Natalie Franke MBA.;Hansestadttralsund;mittlerer Kunde;0;185;Altkunden;Keine Konkurrenz
8963;22257;Prof. Marie-Louise Jäkel;Wismar;Großkunde;1;618;Bestandskunden;Hohe Konkurrenz
8964;20194;Katerina Rust;Kelheim;mittlerer Kunde;1;65;Altkunden;Hohe Konkurrenz
8965;44073;Gerfried Rosenow-Wagner;Aschaffenburg;Kleinkunde;0;7;Neukunde;Keine Konkurrenz
8966;44219;Trude Heintze;Hofgeismar;Großkunde;0;257;Bestandskunden;Hohe Konkurrenz
8967;13019;Klaudia Kramer;Bremervörde;Großkunde;0;404;Bestandskunden;Keine Konkurrenz
8968;23578;Dipl.-Ing. Romana Jacobi Jäckel B.Sc.;Bergzabern;Großkunde;0;251;Altkunden;mittlerer Konkurrenz
8969;66023;Eckhart Stiebitz-Gerlach;Kleve;mittlerer Kunde;1;53;Neukunde;Hohe Konkurrenz
8970;99017;Lea Häring;Demmin;Kleinkunde;0;9;Bestandskunden;mittlerer Konkurrenz
8971;41402;Käthe Hermann;Strasburg;Großkunde;0;552;Neukunde;Keine Konkurrenz
8972;67532;Gisbert Adolph;Badibling;Kleinkunde;1;45;Bestandskunden;Hohe Konkurrenz
8973;57838;Valeska Seidel B.Eng.;Karlsruhe;mittlerer Kunde;1;86;Bestandskunden;Hohe Konkurrenz
8974;12042;Nadja Bähr;Bayreuth;Großkunde;0;775;Neukunde;Hohe Konkurrenz
8975;8467;Rose Wirth-Wulff;Wernigerode;mittlerer Kunde;0;145;Neukunde;mittlerer Konkurrenz
8976;36900;Klaus-Peter Kostolzin;Eckernförde;mittlerer Kunde;0;62;Bestandskunden;Hohe Konkurrenz
8977;87242;Jelena Tschentscher;Rostock;Kleinkunde;1;31;Bestandskunden;Hohe Konkurrenz
8978;91572;Ferenc Hermann;Marktheidenfeld;Großkunde;0;238;Bestandskunden;Keine Konkurrenz
8979;78822;Clarissa Hiller MBA.;Paderborn;mittlerer Kunde;1;154;Bestandskunden;Hohe Konkurrenz
8980;10941;Dipl.-Ing. Karolin Butte;Ravensburg;mittlerer Kunde;0;85;Bestandskunden;Keine Konkurrenz
8981;30877;Elisabeth Jähn;Meppen;Großkunde;0;549;Neukunde;Keine Konkurrenz
8982;60578;Priska Heinrich;Regensburg;Kleinkunde;0;20;Neukunde;Keine Konkurrenz
8983;44554;Univ.Prof. Hans Jürgen Holsten;Wernigerode;mittlerer Kunde;0;132;Bestandskunden;mittlerer Konkurrenz
8984;36372;Caren Fröhlich;Miesbach;mittlerer Kunde;0;135;Neukunde;Keine Konkurrenz
8985;33156;Dipl.-Ing. Oscar Nerger B.Sc.;Teterow;Großkunde;0;475;Bestandskunden;Keine Konkurrenz
8986;57200;Karl Heinz Preiß;Zeulenroda;Kleinkunde;1;31;Bestandskunden;mittlerer Konkurrenz
8987;26743;Hans-Rudolf Mangold B.Sc.;Ilmenau;mittlerer Kunde;0;176;Altkunden;mittlerer Konkurrenz
8988;47472;Lotte Steckel-Weitzel;Tübingen;Kleinkunde;0;8;Altkunden;mittlerer Konkurrenz
8989;95341;Univ.Prof. Hans Georg Bonbach;Angermünde;Großkunde;0;505;Altkunden;Hohe Konkurrenz
8990;25920;Alfredo Seifert;Weimar;Kleinkunde;0;7;Altkunden;Keine Konkurrenz
8991;29227;Prof. Folker Spieß B.Sc.;Zossen;mittlerer Kunde;1;58;Neukunde;mittlerer Konkurrenz
8992;78677;Cosimo Ullrich;Celle;Kleinkunde;0;45;Altkunden;mittlerer Konkurrenz
8993;84081;Petra Hertrampf;Saarlouis;Kleinkunde;0;48;Neukunde;Keine Konkurrenz
8994;38018;Sybille Kusch-Herrmann;Rostock;mittlerer Kunde;0;192;Bestandskunden;Hohe Konkurrenz
8995;12130;Lothar Rohleder;Badoberan;mittlerer Kunde;0;178;Bestandskunden;Keine Konkurrenz
8996;83998;Stephanie Drub MBA.;Bad Kreuznach;mittlerer Kunde;1;142;Bestandskunden;Hohe Konkurrenz
8997;91529;Horst Ullrich B.Eng.;Bützow;mittlerer Kunde;0;154;Bestandskunden;mittlerer Konkurrenz
8998;43735;Pauline Haering;Wolgast;Kleinkunde;0;12;Bestandskunden;Keine Konkurrenz
8999;89369;Prof. Wencke Schweitzer B.A.;Bernburg;mittlerer Kunde;0;168;Altkunden;Hohe Konkurrenz
9000;34114;Carlo Ortmann B.Eng.;Griesbach Rottal;mittlerer Kunde;0;145;Neukunde;mittlerer Konkurrenz
9001;72204;Niko Haase B.A.;Wolfenbüttel;Großkunde;0;248;Bestandskunden;Keine Konkurrenz
9002;45913;Elisabeth Ruppersberger;Zeulenroda;Kleinkunde;1;47;Bestandskunden;mittlerer Konkurrenz
9003;71370;Bianka Liebelt;Vohenstrauß;mittlerer Kunde;0;198;Bestandskunden;Keine Konkurrenz
9004;54796;Serge Röhricht;Hainichen;Großkunde;0;430;Altkunden;Keine Konkurrenz
9005;68872;Cäcilia Klingelhöfer;Stollberg;Kleinkunde;0;5;Bestandskunden;Hohe Konkurrenz
9006;72144;Sönke Kade;Paderborn;Kleinkunde;1;47;Bestandskunden;Hohe Konkurrenz
9007;51064;Marie-Louise Kallert MBA.;Pfaffenhofenner Ilm;mittlerer Kunde;1;78;Bestandskunden;Hohe Konkurrenz
9008;50836;Marek Klapp;Potsdam;Großkunde;1;283;Bestandskunden;Hohe Konkurrenz
9009;4110;Yilmaz Tschentscher;Kötzting;mittlerer Kunde;1;194;Bestandskunden;Keine Konkurrenz
9010;61606;Bruno Schuchhardt;Uelzen;mittlerer Kunde;0;176;Bestandskunden;Hohe Konkurrenz
9011;48841;Sylke Radisch;Fulda;Großkunde;0;864;Altkunden;Hohe Konkurrenz
9012;48870;Gesa Boucsein;Vohenstrauß;Kleinkunde;0;30;Altkunden;Keine Konkurrenz
9013;61188;Elfriede Wieloch;Karlsruhe;Großkunde;1;727;Neukunde;Hohe Konkurrenz
9014;56447;Wolf-Rüdiger Köhler;Spremberg;Großkunde;0;240;Bestandskunden;mittlerer Konkurrenz
9015;3961;Franziska Austermühle;Bad Kissingen;mittlerer Kunde;0;145;Bestandskunden;Hohe Konkurrenz
9016;54507;Ing. Evelyn Finke B.Eng.;Rehau;Kleinkunde;0;44;Bestandskunden;Keine Konkurrenz
9017;37298;Univ.Prof. Brigitta Schinke;Bogen;Großkunde;1;699;Bestandskunden;Hohe Konkurrenz
9018;75321;Christof Steinberg-Nette;Jena;Großkunde;0;727;Bestandskunden;Hohe Konkurrenz
9019;74641;Halil Aumann MBA.;Stadtsteinach;mittlerer Kunde;0;148;Bestandskunden;mittlerer Konkurrenz
9020;87256;Klaus Rosenow;Saarbrücken;Großkunde;0;956;Bestandskunden;mittlerer Konkurrenz
9021;48196;Gerti Killer B.Sc.;Wurzen;mittlerer Kunde;0;145;Bestandskunden;mittlerer Konkurrenz
9022;33103;Dr. Frederike Hein;Melsungen;mittlerer Kunde;0;151;Bestandskunden;Hohe Konkurrenz
9023;60013;Ing. Kenneth Röhricht B.Sc.;Bad Langensalza;Kleinkunde;0;39;Altkunden;Keine Konkurrenz
9024;83325;Woldemar Harloff;Wolfratshausen;Großkunde;0;372;Altkunden;mittlerer Konkurrenz
9025;64816;Univ.Prof. Mohammad Bonbach;Geldern;Kleinkunde;0;17;Neukunde;Hohe Konkurrenz
9026;89247;Caren Boucsein;Ludwigsburg;mittlerer Kunde;0;75;Altkunden;mittlerer Konkurrenz
9027;63520;Magret Döring-Römer;Tecklenburg;Großkunde;1;365;Altkunden;Hohe Konkurrenz
9028;28236;Leon Jacobi Jäckel B.Sc.;Cloppenburg;mittlerer Kunde;0;84;Bestandskunden;Keine Konkurrenz
9029;98893;Lieschen Riehl;Bruchsal;Großkunde;1;913;Neukunde;Keine Konkurrenz
9030;27915;Katherina Döring;Hettstedt;Kleinkunde;0;4;Bestandskunden;Keine Konkurrenz
9031;8584;Bruni Eigenwillig B.Sc.;Borna;Kleinkunde;1;10;Altkunden;Hohe Konkurrenz
9032;49833;Niko Heydrich;Forchheim;mittlerer Kunde;0;187;Altkunden;mittlerer Konkurrenz
9033;48498;Univ.Prof. Detlef Ernst B.Eng.;Saarlouis;mittlerer Kunde;0;146;Bestandskunden;Keine Konkurrenz
9034;3694;Georgios Henschel;Parsberg;mittlerer Kunde;0;148;Bestandskunden;Hohe Konkurrenz
9035;36517;Alexandros Holt;Worbis;Großkunde;0;580;Neukunde;mittlerer Konkurrenz
9036;44520;Ing. Gilda Gieß;Apolda;mittlerer Kunde;0;135;Bestandskunden;mittlerer Konkurrenz
9037;85246;Reinhold Ring-Kühnert;Belzig;Großkunde;0;604;Bestandskunden;Keine Konkurrenz
9038;52968;Wolfgang Bloch;Weißenfels;Kleinkunde;1;29;Bestandskunden;Hohe Konkurrenz
9039;78062;Monica van der Dussen;Hettstedt;Großkunde;0;423;Altkunden;Keine Konkurrenz
9040;40430;Dursun Mies;Saarbrücken;Kleinkunde;0;11;Bestandskunden;mittlerer Konkurrenz
9041;42971;Sonja Sontag;Eckernförde;Großkunde;0;831;Bestandskunden;Hohe Konkurrenz
9042;71104;Guenther Vogt;Delitzsch;mittlerer Kunde;0;141;Bestandskunden;Keine Konkurrenz
9043;47054;Ing. Betty Junk;Hannoversch Münden;mittlerer Kunde;1;92;Neukunde;Hohe Konkurrenz
9044;97740;Zeki Meyer;Bogen;Kleinkunde;0;6;Bestandskunden;Hohe Konkurrenz
9045;55770;Cynthia Gierschner;Wolfenbüttel;mittlerer Kunde;0;71;Neukunde;Keine Konkurrenz
9046;8481;Hans-Bernd Carsten-Tlustek;Moers;mittlerer Kunde;0;92;Bestandskunden;Keine Konkurrenz
9047;22804;Dipl.-Ing. Mira Wulf;Soest;Großkunde;0;403;Bestandskunden;Keine Konkurrenz
9048;90155;Bettina Scheibe-Tintzmann;Lübben;Kleinkunde;1;13;Bestandskunden;Keine Konkurrenz
9049;62086;Friedericke Jessel-Faust;Lüneburg;Großkunde;0;939;Bestandskunden;mittlerer Konkurrenz
9050;10702;Univ.Prof. Fanny Gude B.Eng.;Suhl;Kleinkunde;0;6;Bestandskunden;mittlerer Konkurrenz
9051;11684;Christof Spieß;Altötting;Großkunde;0;862;Neukunde;mittlerer Konkurrenz
9052;79615;Alexandros Schönland;Bogen;Großkunde;1;442;Neukunde;Hohe Konkurrenz
9053;30065;Juergen Häring;Stade;Kleinkunde;0;29;Altkunden;Hohe Konkurrenz
9054;32616;Hans-Willi Stey;Jülich;Kleinkunde;1;11;Bestandskunden;Hohe Konkurrenz
9055;97788;Hans Junck;Darmstadt;mittlerer Kunde;0;188;Neukunde;mittlerer Konkurrenz
9056;18380;Dagobert Trüb;Wurzen;Großkunde;0;291;Neukunde;mittlerer Konkurrenz
9057;58799;Hilde Heß;Schmölln;Kleinkunde;0;10;Bestandskunden;Keine Konkurrenz
9058;51994;Ekaterina Holt;Gera;Großkunde;0;807;Neukunde;Keine Konkurrenz
9059;29953;Prof. Hans-Albert Mentzel B.A.;Neunburg vorm Wald;Kleinkunde;0;19;Bestandskunden;Keine Konkurrenz
9060;23988;Ortwin Wende;Feuchtwangen;Kleinkunde;0;36;Altkunden;Keine Konkurrenz
9061;86593;Judith Caspar MBA.;Sulzbach-Rosenberg;Kleinkunde;0;35;Neukunde;Keine Konkurrenz
9062;33871;Sandro Freudenberger;Hainichen;Großkunde;0;316;Bestandskunden;Keine Konkurrenz
9063;97229;Raphael Heser;Bogen;mittlerer Kunde;1;152;Bestandskunden;Hohe Konkurrenz
9064;70702;Notburga Zimmer;Guben;Kleinkunde;0;44;Neukunde;Hohe Konkurrenz
9065;17705;Antonina Lehmann;Eichstätt;Kleinkunde;0;2;Altkunden;mittlerer Konkurrenz
9066;89678;Irmengard Meister-Rädel;Aurich;Kleinkunde;0;14;Bestandskunden;Hohe Konkurrenz
9067;61599;Dr. Brigitte Wieloch;Pegnitz;Großkunde;0;557;Bestandskunden;Keine Konkurrenz
9068;27074;Gotthilf Carsten;Miltenberg;mittlerer Kunde;0;77;Bestandskunden;Keine Konkurrenz
9069;85498;Detlef Otto-Gröttner;Oschatz;Großkunde;0;222;Neukunde;mittlerer Konkurrenz
9070;52883;Arzu Davids;Iserlohn;Kleinkunde;0;17;Bestandskunden;Keine Konkurrenz
9071;71958;Gesche Heinrich;Wittenberg;Großkunde;0;251;Neukunde;Hohe Konkurrenz
9072;14848;Gerhild Margraf B.Eng.;Stadtsteinach;Kleinkunde;1;45;Neukunde;mittlerer Konkurrenz
9073;17136;Lidia Kühnert;Iserlohn;mittlerer Kunde;0;65;Bestandskunden;Keine Konkurrenz
9074;59036;Zeki Mosemann B.Sc.;Duderstadt;mittlerer Kunde;0;175;Altkunden;Keine Konkurrenz
9075;98526;Aneta Paffrath;Soltau;Großkunde;0;761;Bestandskunden;Hohe Konkurrenz
9076;49693;Mario Sauer;Güstrow;Kleinkunde;0;24;Bestandskunden;Keine Konkurrenz
9077;43031;Wiebke Weihmann;Jessen;mittlerer Kunde;0;79;Bestandskunden;Keine Konkurrenz
9078;70817;Sabina Dietz;Genthin;mittlerer Kunde;1;76;Neukunde;Hohe Konkurrenz
9079;15674;Hanny Pärtzelt;Grimma;Großkunde;0;586;Altkunden;Keine Konkurrenz
9080;64172;Jana Heß-Haase;Wunsiedel;Kleinkunde;1;39;Bestandskunden;Hohe Konkurrenz
9081;4136;Veronika Heydrich;Hannover;Großkunde;0;590;Altkunden;Keine Konkurrenz
9082;5141;Ing. Tino Hentschel MBA.;Hechingen;Großkunde;0;316;Bestandskunden;Keine Konkurrenz
9083;90026;Margarethe van der Dussen;Badoberan;mittlerer Kunde;0;70;Altkunden;Keine Konkurrenz
9084;81057;Dr. Rouven Reising;Erfurt;Kleinkunde;1;43;Bestandskunden;Hohe Konkurrenz
9085;1555;Dipl.-Ing. Cornelia Hering;Berlin;Kleinkunde;0;6;Altkunden;mittlerer Konkurrenz
9086;23365;Frank-Peter Koch II-Klingelhöfer;Görlitz;Kleinkunde;0;22;Neukunde;Keine Konkurrenz
9087;63162;Dipl.-Ing. Sigfried Döring;Osterodem Harz;Großkunde;0;766;Altkunden;Hohe Konkurrenz
9088;25588;Dr. Giorgio Henk MBA.;Roth;Großkunde;0;818;Bestandskunden;Keine Konkurrenz
9089;14227;Prof. Samira Berger MBA.;Quedlinburg;Kleinkunde;0;42;Neukunde;Hohe Konkurrenz
9090;24546;Kemal Hörle;Viechtach;mittlerer Kunde;0;120;Neukunde;Hohe Konkurrenz
9091;18629;Jenny Jacobi Jäckel-Rosenow;Schmölln;Großkunde;0;343;Altkunden;Keine Konkurrenz
9092;23208;Hans-Gerd Röhrdanz;Havelberg;Großkunde;0;683;Bestandskunden;Keine Konkurrenz
9093;13370;Univ.Prof. Lieselotte Täsche MBA.;Diepholz;Kleinkunde;0;46;Bestandskunden;Keine Konkurrenz
9094;46635;Dipl.-Ing. Heidi Seifert;Forst;Kleinkunde;0;21;Bestandskunden;Hohe Konkurrenz
9095;57374;Hanna Hentschel;Grevenbroich;Großkunde;1;679;Bestandskunden;Hohe Konkurrenz
9096;52974;Gerfried Wulff-Pruschke;Dieburg;Kleinkunde;0;36;Bestandskunden;mittlerer Konkurrenz
9097;50176;Violetta Rädel;Germersheim;Großkunde;1;498;Bestandskunden;Hohe Konkurrenz
9098;34416;Carmelo Sorgatz-Briemer;Hünfeld;mittlerer Kunde;0;85;Bestandskunden;Keine Konkurrenz
9099;15280;Ida Bien;Gerolzhofen;Kleinkunde;0;43;Bestandskunden;mittlerer Konkurrenz
9100;25750;Madlen Hartmann-Holsten;Backnang;Großkunde;0;699;Bestandskunden;Hohe Konkurrenz
9101;45374;Ing. Matthäus Kallert MBA.;Pinneberg;Kleinkunde;0;21;Altkunden;Keine Konkurrenz
9102;56532;Volkmar Winkler;Husum;Kleinkunde;0;43;Altkunden;Keine Konkurrenz
9103;5916;Erhard Scheibe;Forst;mittlerer Kunde;1;117;Altkunden;Hohe Konkurrenz
9104;3499;Nadia Drubin;Schwabmünchen;mittlerer Kunde;0;167;Altkunden;Hohe Konkurrenz
9105;19292;Marisa Briemer B.Eng.;Gransee;Kleinkunde;0;17;Bestandskunden;mittlerer Konkurrenz
9106;11507;Mijo Stoll;Torgau;Großkunde;0;412;Bestandskunden;Keine Konkurrenz
9107;98858;Halil Jungfer;Freising;Großkunde;0;743;Bestandskunden;Hohe Konkurrenz
9108;47249;Julie Spieß-auch Schlauchin;Apolda;Kleinkunde;0;6;Bestandskunden;mittlerer Konkurrenz
9109;78321;Reingard Conradi B.A.;Wittenberg;Großkunde;0;702;Bestandskunden;Hohe Konkurrenz
9110;35548;Henriette Reichmann-Reichmann;Burg;mittlerer Kunde;1;74;Bestandskunden;Hohe Konkurrenz
9111;69438;Prof. Hans-Ludwig Striebitz B.Sc.;Oranienburg;Großkunde;0;276;Neukunde;Hohe Konkurrenz
9112;51645;Boris Margraf;Burglengenfeld;Kleinkunde;0;27;Neukunde;mittlerer Konkurrenz
9113;49847;Marten Lorch;Rehau;mittlerer Kunde;0;197;Altkunden;Keine Konkurrenz
9114;90158;Phillip Mende-Eckbauer;Gelnhausen;Kleinkunde;0;36;Altkunden;Hohe Konkurrenz
9115;67689;Linus Neuschäfer;Finsterwalde;Großkunde;1;276;Neukunde;mittlerer Konkurrenz
9116;26944;Maurizio Rohleder;Lübz;mittlerer Kunde;0;95;Neukunde;Hohe Konkurrenz
9117;86102;Aynur Gotthard;Leipziger Land;Kleinkunde;0;46;Bestandskunden;Keine Konkurrenz
9118;17785;Valeri Mosemann-Schmidtke;Brilon;Kleinkunde;0;22;Bestandskunden;mittlerer Konkurrenz
9119;32117;Ing. Norman Weitzel;Ebermannstadt;Kleinkunde;1;48;Bestandskunden;Keine Konkurrenz
9120;22202;Pascal Wilmsen;Aachen;Kleinkunde;0;9;Bestandskunden;mittlerer Konkurrenz
9121;52659;Univ.Prof. Niklas Klotz;Dieburg;Kleinkunde;0;6;Bestandskunden;mittlerer Konkurrenz
9122;64906;Dipl.-Ing. Antonietta Hecker;Eisleben;mittlerer Kunde;1;97;Bestandskunden;Keine Konkurrenz
9123;94176;Insa Hölzenbecher-Barth;Parchim;mittlerer Kunde;0;103;Bestandskunden;Hohe Konkurrenz
9124;80022;Eva-Marie Naser;Füssen;Kleinkunde;0;47;Bestandskunden;mittlerer Konkurrenz
9125;27697;Elwira Löwer-Schweitzer;Warendorf;Großkunde;0;447;Bestandskunden;mittlerer Konkurrenz
9126;45446;Dolores Gertz B.Sc.;Mühldorfm Inn;mittlerer Kunde;0;58;Bestandskunden;Keine Konkurrenz
9127;42212;Clarissa Kitzmann-Geisler;Burg;Kleinkunde;0;9;Altkunden;Hohe Konkurrenz
9128;8694;Louis Lorch;Coburg;mittlerer Kunde;0;60;Neukunde;Keine Konkurrenz
9129;49895;Paola Liebelt;Rockenhausen;Kleinkunde;1;30;Neukunde;Keine Konkurrenz
9130;13675;Sevim Gude;Demmin;Kleinkunde;1;8;Bestandskunden;mittlerer Konkurrenz
9131;1729;Prof. Manfred Caspar;Eichstätt;mittlerer Kunde;0;112;Bestandskunden;mittlerer Konkurrenz
9132;1885;Hans-H. Beyer;Koblenz;Großkunde;0;781;Neukunde;Keine Konkurrenz
9133;32895;Dorina Fischer;Bad Freienwalde;Kleinkunde;0;40;Bestandskunden;Keine Konkurrenz
9134;20386;Till Roskoth-Atzler;Gotha;Kleinkunde;0;7;Bestandskunden;mittlerer Konkurrenz
